Group,daily_1_mean,daily_1_std,daily_2_mean,daily_2_std,daily_3_mean,daily_3_std,daily_4_mean,daily_4_std,krusk_stats,krusk_p
Otu00002,0.018949141441667618,0.006280822855342893,0.27596871788481209,0.081940578676345174,0.61389756143370666,0.04263980372186843,0.75713448689561991,0.0030810275843436434,10.384615384615387,0.015564397458593152
Otu00055,0.15789473684210525,0.22329687826943606,0.0,0.0,0.0,0.0,0.0,0.0,3.0000000000000053,0.39162517627108911
Otu00013,0.22629796354561674,0.03668199514780307,0.057658881935133167,0.038477365975123114,0.0035941367497355791,0.0032313798720119023,0.0078759780786443762,0.0027825227340555841,8.435897435897445,0.037811805074200573
Otu00008,0.0019860973187686196,0.0028087657643954224,0.10433766475228694,0.048232050261730032,0.13961767380307408,0.048883264805296402,0.035144226489664344,0.014449340700465092,9.4947368421052687,0.023387417560458312
Otu00003,0.0,0.0,0.088620768883281145,0.12463541492161534,0.0,0.0,0.0,0.0,6.5454545454545547,0.087887023002621148
Otu00001,0.0062893081761006284,0.0088944249205855034,0.039153718741549944,0.017214420204316676,0.13565988190247066,0.013731504199248836,0.12961146930474352,0.013429167927663931,9.7005847953216353,0.02129049011169501
Otu00022,0.043586708473014775,0.019811548553739091,0.028914003889470033,0.021039258007722137,0.0019646365422396855,0.0027784156431691458,0.00065649503410477152,0.00046421631056140785,5.2741545893719826,0.1527882796272855
Otu00005,0.013635474993938487,0.009899174691239996,0.054946877260419941,0.031531270740474869,0.09153033544433696,0.012915083053226244,0.045943224547578064,0.0092998011651913865,7.461538461538467,0.058554972459289256
Otu00046,0.075214425517479297,0.089887918235465755,0.0,0.0,0.0,0.0,0.00065713959989946967,0.00046466939101770868,5.518151815181529,0.13755695986778463
Otu00018,0.059075965532756729,0.026798849727347415,0.0029476325477306828,0.0034906624935432061,0.00065391673353358125,0.00046239045804632528,0.0013113738815180001,0.0012247362509551015,6.9952718676122929,0.072048626937472493
Otu00015,0.033215066696215399,0.03461350988190838,0.08132022404593553,0.075916424083931108,0.0,0.0,0.00065811122079631457,0.00093070981400006239,6.938911022576371,0.073870585861081181
Otu00006,0.0,0.0,0.027447089947089946,0.038816046850848836,0.0,0.0,0.0,0.0,3.0000000000000053,0.39162517627108911
Otu00040,0.030814232446656296,0.036835159906146803,0.00066137566137566134,0.00093532643014093578,0.0,0.0,0.0,0.0,4.9919678714859446,0.17238624191497787
Otu00069,0.028326258133969062,0.025777931657901477,0.00032711808963035652,0.00046261483885282788,0.0,0.0,0.00098619521029762679,0.00080601951372243931,4.3681159420289832,0.22436005154238461
Otu00045,0.027041251215827709,0.025003917128707507,0.017011913049695189,0.0115031173924913,0.00032743942370661423,0.0004630692738615242,0.00065487884741322847,0.00092613854772304841,7.7850241545893706,0.050669956369211018
Otu00052,0.020787746170678339,0.029398312565742678,0.015313390313390315,0.020269606076455955,0.0,0.0,0.0,0.0,3.9317269076305386,0.26893139081308765
Otu00010,0.024950855822637012,0.024344259788261245,0.017288605426485703,0.010410258424911539,0.00032743942370661423,0.0004630692738615242,0.00065487884741322847,0.00092613854772304841,8.6352657004830942,0.034554639263632482
Otu00140,0.0,0.0,0.040293040293040296,0.056982964051663164,0.0,0.0,0.0,0.0,3.0000000000000053,0.39162517627108911
